SRR5799799_1.fastq	417M	May	13	19:16
SRR5799799_2.fastq	417M	May	13	19:16
SRR5799830_1.fastq	1036M	May	13	19:17
SRR5799830_2.fastq	1036M	May	13	19:17
SRR5799847_1.fastq	753M	May	13	19:17
SRR5799847_2.fastq	753M	May	13	19:17
SRR5799849_1.fastq	325M	May	13	19:18
SRR5799849_2.fastq	325M	May	13	19:18
SRR5799857_1.fastq	529M	May	13	19:18
SRR5799857_2.fastq	529M	May	13	19:18
SRR5799870_1.fastq	727M	May	13	19:19
SRR5799870_2.fastq	727M	May	13	19:19
SRR5799873_1.fastq	600M	May	13	19:20
SRR5799873_2.fastq	600M	May	13	19:20
SRR5799879_1.fastq	547M	May	13	19:20
SRR5799879_2.fastq	547M	May	13	19:20
SRR5799892_1.fastq	381M	May	13	19:20
SRR5799892_2.fastq	381M	May	13	19:20
SRR5799893_1.fastq	750M	May	13	19:21
SRR5799893_2.fastq	750M	May	13	19:21
SRR5800179_1.fastq	1735M	May	13	19:22
SRR5800179_2.fastq	1735M	May	13	19:22
SRR5800180_1.fastq	876M	May	13	19:23
SRR5800180_2.fastq	876M	May	13	19:23
SRR5800181_1.fastq	1983M	May	13	19:24
SRR5800181_2.fastq	1983M	May	13	19:24
SRR5800184_1.fastq	1873M	May	13	19:25
SRR5800184_2.fastq	1873M	May	13	19:25
SRR5800285_2.fastq	2800M	May	13	08:35
SRR5800286_1.fastq	1845M	May	13	08:40
SRR5800286_2.fastq	1845M	May	13	08:40
SRR5800287_1.fastq	2820M	May	13	08:47
SRR5800287_2.fastq	2820M	May	13	08:47
SRR5800288_1.fastq	1189M	May	13	08:50
SRR5800288_2.fastq	1189M	May	13	08:50
SRR5800289_1.fastq	1609M	May	13	08:55
SRR5800289_2.fastq	1609M	May	13	08:55
SRR5800290_1.fastq	1267M	May	13	08:58
SRR5800290_2.fastq	1267M	May	13	08:58
SRR5800291_1.fastq	2458M	May	13	09:02
SRR5800291_2.fastq	2458M	May	13	09:02
SRR5800292_1.fastq	4622M	May	13	09:09
SRR5800292_2.fastq	4622M	May	13	09:09
SRR5800293_1.fastq	2352M	May	13	09:12
SRR5800293_2.fastq	2352M	May	13	09:12
SRR5800294_1.fastq	2310M	May	13	09:14
SRR5800294_2.fastq	2310M	May	13	09:14
SRR5800295_1.fastq	2514M	May	13	09:17
SRR5800295_2.fastq	2514M	May	13	09:17
SRR5800296_1.fastq	3195M	May	13	09:21
SRR5800296_2.fastq	3195M	May	13	09:21
SRR5800297_1.fastq	3598M	May	13	09:24
SRR5800297_2.fastq	3598M	May	13	09:24
SRR5800298_1.fastq	435M	May	13	09:24
SRR5800298_2.fastq	435M	May	13	09:24
SRR5800299_1.fastq	2464M	May	13	09:26
SRR5800299_2.fastq	2464M	May	13	09:26
SRR5800300_1.fastq	2689M	May	13	09:29
SRR5800300_2.fastq	2689M	May	13	09:29
SRR5800301_1.fastq	9M	May	13	09:29
SRR5800301_2.fastq	9M	May	13	09:29
SRR5800302_1.fastq	2455M	May	13	09:31
SRR5800302_2.fastq	2455M	May	13	09:31
SRR5800303_1.fastq	2985M	May	13	09:33
SRR5800303_2.fastq	2985M	May	13	09:33
